article,volume,pageBegin,pageEnd
10.1016/j.compeleceng.2009.03.009,Proceedings of the IEEE International Conference on Computer Vision-3,170,174
10.1007/11602613_24,Proceedings of the IEEE International Conference on Computer Vision-3,86,93
10.4102/VE.V40I1.1864,Proceedings of the IEEE International Conference on Computer Vision-3,30,40
10.1007/978-3-642-40148-0_12,Proceedings of the IEEE International Conference on Computer Vision-3,167,176
10.1007/978-3-319-41540-6_8,Proceedings of the IEEE International Conference on Computer Vision-3,216,233
10.1007/BF01190506,Proceedings of the IEEE International Conference on Computer Vision-3,158,177
10.1007/978-3-642-13010-6_4,Proceedings of the IEEE International Conference on Computer Vision-3,268,278
10.1109/ISNCC.2017.8072032,Proceedings of the IEEE International Conference on Computer Vision-3,249,256
10.1017/S0269964816000024,Proceedings of the IEEE International Conference on Computer Vision-3,44,66
10.1134/S1064562415020313,Proceedings of the IEEE International Conference on Computer Vision-3,217,232
10.1007/s001650050016,Proceedings of the IEEE International Conference on Computer Vision-3,148,167
10.1016/j.ic.2010.01.003,Proceedings of the IEEE International Conference on Computer Vision-3,287,307
10.3233/ICG-2006-29405,Proceedings of the IEEE International Conference on Computer Vision-3,91,110
10.1007/978-3-540-45081-8_7,Proceedings of the IEEE International Conference on Computer Vision-3,66,75
10.1007/S10951-015-0446-9,Proceedings of the IEEE International Conference on Computer Vision-3,289,312
10.1109/TNSM.2015.2400915,Proceedings of the IEEE International Conference on Computer Vision-3,91,107
10.1109/TSE.2010.32,Proceedings of the IEEE International Conference on Computer Vision-3,296,304
10.1023/B:ANOR.0000011185.77227.ae,Proceedings of the IEEE International Conference on Computer Vision-3,65,79
10.1016/j.tcs.2007.02.007,Proceedings of the IEEE International Conference on Computer Vision-3,50,70
10.1007/BF00264031,Proceedings of the IEEE International Conference on Computer Vision-3,7,17
10.1109/FSKD.2008.405,Proceedings of the IEEE International Conference on Computer Vision-3,259,272
10.1007/978-3-642-13321-3_19,Proceedings of the IEEE International Conference on Computer Vision-3,114,123
10.1016/j.tcs.2015.03.046,Proceedings of the IEEE International Conference on Computer Vision-3,285,306
10.1007/978-3-030-61362-4_1,Proceedings of the IEEE International Conference on Computer Vision-3,264,276
10.1109/ICCIE.2009.5223971,Proceedings of the IEEE International Conference on Computer Vision-3,180,188
10.5075/EPFL-THESIS-2690,Proceedings of the IEEE International Conference on Computer Vision-3,279,291
10.1016/J.IFACOL.2015.06.346,Proceedings of the IEEE International Conference on Computer Vision-3,98,116
10.1145/2827695,Proceedings of the IEEE International Conference on Computer Vision-3,110,113
10.1145/513400.513430,Proceedings of the IEEE International Conference on Computer Vision-3,11,19
10.7155/jgaa.00093,Proceedings of the IEEE International Conference on Computer Vision-3,80,100
10.1007/BF00289409,Proceedings of the IEEE International Conference on Computer Vision-3,287,303
10.2316/Journal.201.2014.1.201-2516,Proceedings of the IEEE International Conference on Computer Vision-3,53,67
10.4204/EPTCS.129.11,Proceedings of the IEEE International Conference on Computer Vision-3,3,14
10.1145/1889997.1890001,Proceedings of the IEEE International Conference on Computer Vision-3,147,158
10.1007/978-3-642-17461-2_23,Proceedings of the IEEE International Conference on Computer Vision-3,32,46
10.1007/978-3-642-41062-8_11,Proceedings of the IEEE International Conference on Computer Vision-3,201,215
10.1007/978-3-319-05119-2_9,Proceedings of the IEEE International Conference on Computer Vision-3,244,263
10.1109/COMPSYM.2010.5685453,Proceedings of the IEEE International Conference on Computer Vision-3,67,84
10.1145/1375696.1375708,Proceedings of the IEEE International Conference on Computer Vision-3,257,281
10.1007/s002360050097,Proceedings of the IEEE International Conference on Computer Vision-3,256,267
10.1007/s00236-007-0047-y,Proceedings of the IEEE International Conference on Computer Vision-3,10,22
10.3233/FI-2016-1372,Proceedings of the IEEE International Conference on Computer Vision-3,286,304
10.1137/0218083,Proceedings of the IEEE International Conference on Computer Vision-3,288,302
10.1007/978-3-642-40579-2_3,Proceedings of the IEEE International Conference on Computer Vision-3,75,91
10.1613/jair.1410,Proceedings of the IEEE International Conference on Computer Vision-3,204,214
10.1016/j.infsof.2012.02.004,Proceedings of the IEEE International Conference on Computer Vision-3,1,18
10.1007/BFb0023754,Proceedings of the IEEE International Conference on Computer Vision-3,88,99
10.1155/2014/568317,Proceedings of the IEEE International Conference on Computer Vision-3,86,108
10.1109/CYBERC.2009.5342205,Proceedings of the IEEE International Conference on Computer Vision-3,113,137
10.1007/978-3-540-75563-0_15,Proceedings of the IEEE International Conference on Computer Vision-3,105,125
10.1109/ITRE.2005.1503098,Proceedings of the IEEE International Conference on Computer Vision-3,13,31
10.1145/2247596.2247598,Proceedings of the IEEE International Conference on Computer Vision-3,103,119
10.1109/SBAC-PAD.2012.36,Proceedings of the IEEE International Conference on Computer Vision-3,51,66
10.1007/s10951-012-0269-x,Proceedings of the IEEE International Conference on Computer Vision-3,290,316
10.1007/978-1-4757-3023-4_4,Proceedings of the IEEE International Conference on Computer Vision-3,189,209
10.1007/978-3-319-12292-2_10,Proceedings of the IEEE International Conference on Computer Vision-3,285,304
10.1145/1368088.1368169,Proceedings of the IEEE International Conference on Computer Vision-3,290,303
10.22364/BJMC.2017.5.1.09,Proceedings of the IEEE International Conference on Computer Vision-3,155,162
10.1145/2503210.2503290,Proceedings of the IEEE International Conference on Computer Vision-3,138,155
10.1007/s00236-006-0036-6,Proceedings of the IEEE International Conference on Computer Vision-3,38,53
10.1007/978-3-030-31157-5_2,Proceedings of the IEEE International Conference on Computer Vision-3,121,136
10.2197/IPSJDC.1.496,Proceedings of the IEEE International Conference on Computer Vision-3,101,112
10.1007/s00236-017-0293-6,Proceedings of the IEEE International Conference on Computer Vision-3,223,239
10.1016/j.ipl.2012.09.003,Proceedings of the IEEE International Conference on Computer Vision-3,261,274
10.1007/3-540-48745-X_14,Proceedings of the IEEE International Conference on Computer Vision-3,111,118
10.1145/2063576.2063656,Proceedings of the IEEE International Conference on Computer Vision-3,132,145
10.3233/FI-2010-317,Proceedings of the IEEE International Conference on Computer Vision-3,246,253
10.1109/TIT.2015.2456634,Proceedings of the IEEE International Conference on Computer Vision-3,247,254
10.1007/978-3-319-08260-8_5,Proceedings of the IEEE International Conference on Computer Vision-3,285,300
10.1002/spe.4380200602,Proceedings of the IEEE International Conference on Computer Vision-3,270,279
10.1145/3428248,Proceedings of the IEEE International Conference on Computer Vision-3,280,291
10.1145/3007540.3007543,Proceedings of the IEEE International Conference on Computer Vision-3,166,180
10.1109/ICSM.2004.1357836,Proceedings of the IEEE International Conference on Computer Vision-3,99,112
10.1007/978-3-540-69429-8_51,Proceedings of the IEEE International Conference on Computer Vision-3,104,121
10.1007/978-3-319-07995-0_11,Proceedings of the IEEE International Conference on Computer Vision-4,160,175
10.1142/S021812661240004X,Proceedings of the IEEE International Conference on Computer Vision-4,192,211
10.1007/978-3-030-48966-3_18,Proceedings of the IEEE International Conference on Computer Vision-4,7,19
10.1007/978-3-540-92687-0_7,Proceedings of the IEEE International Conference on Computer Vision-4,181,195
10.1007/BF01744577,Proceedings of the IEEE International Conference on Computer Vision-4,150,160
10.1016/j.dam.2008.01.007,Proceedings of the IEEE International Conference on Computer Vision-4,187,199
10.1007/978-3-642-41533-3_42,Proceedings of the IEEE International Conference on Computer Vision-4,274,288
10.1017/S0269888900004896,Proceedings of the IEEE International Conference on Computer Vision-4,283,299
10.1016/j.jocs.2020.101246,Proceedings of the IEEE International Conference on Computer Vision-4,259,279
10.1109/INFCOM.2003.1208684,Proceedings of the IEEE International Conference on Computer Vision-4,139,149
10.1007/s00236-011-0143-x,Proceedings of the IEEE International Conference on Computer Vision-4,69,91
10.1145/2811222.2811235,Proceedings of the IEEE International Conference on Computer Vision-4,33,44
10.1007/978-3-642-11169-3_2,Proceedings of the IEEE International Conference on Computer Vision-4,9,34
10.4213/DM1301,Proceedings of the IEEE International Conference on Computer Vision-4,142,159
10.1002/spe.2213,Proceedings of the IEEE International Conference on Computer Vision-4,185,196
10.1109/ACCESS.2020.2970470,Proceedings of the IEEE International Conference on Computer Vision-4,129,150
10.1109/TETC.2015.2389662,Proceedings of the IEEE International Conference on Computer Vision-4,230,255
10.1016/J.COMCOM.2007.01.017,Proceedings of the IEEE International Conference on Computer Vision-4,143,165
10.1016/0020-0190(88)90179-2,Proceedings of the IEEE International Conference on Computer Vision-4,86,100
10.1002/9783527670468.CH06,Proceedings of the IEEE International Conference on Computer Vision-4,202,210
10.1007/s00236-011-0146-7,Proceedings of the IEEE International Conference on Computer Vision-4,131,155
10.11606/T.12.2006.TDE-14032007-172551,Proceedings of the IEEE International Conference on Computer Vision-4,281,297
10.1109/ISCC.2011.5984033,Proceedings of the IEEE International Conference on Computer Vision-4,77,101
10.1016/j.entcs.2009.06.017,Proceedings of the IEEE International Conference on Computer Vision-4,7,21
10.14738/TMLAI.53.3397,Proceedings of the IEEE International Conference on Computer Vision-4,298,311
10.1109/ICMWI.2010.5648194,Proceedings of the IEEE International Conference on Computer Vision-4,252,264
10.1007/978-3-642-38610-7_56,Proceedings of the IEEE International Conference on Computer Vision-4,151,159
10.1016/j.tcs.2008.04.035,Proceedings of the IEEE International Conference on Computer Vision-4,75,93
10.1134/S1990478907030052,Proceedings of the IEEE International Conference on Computer Vision-4,253,262
10.1007/s002360050063,Proceedings of the IEEE International Conference on Computer Vision-4,246,258
10.1016/j.tcs.2012.03.031,Proceedings of the IEEE International Conference on Computer Vision-4,272,278
10.1109/JSAC.2014.140110,Proceedings of the IEEE International Conference on Computer Vision-4,191,205
10.1002/9781119428497.CH7,Proceedings of the IEEE International Conference on Computer Vision-4,194,215
10.1109/ICCSNT.2011.6182546,Proceedings of the IEEE International Conference on Computer Vision-4,206,220
10.1109/DAC18072.2020.9218569,Proceedings of the IEEE International Conference on Computer Vision-4,103,120
10.1145/1141277.1141294,Proceedings of the IEEE International Conference on Computer Vision-4,110,122
10.1007/s10878-011-9390-6,Proceedings of the IEEE International Conference on Computer Vision-4,148,172
10.1007/s00236-016-0282-1,Proceedings of the IEEE International Conference on Computer Vision-4,24,41
10.1007/s00236-003-0131-x,Proceedings of the IEEE International Conference on Computer Vision-4,148,158
10.1007/s00454-003-2948-z,Proceedings of the IEEE International Conference on Computer Vision-4,199,214
10.1109/VLSISOC.2006.313243,Proceedings of the IEEE International Conference on Computer Vision-4,231,247
10.17877/DE290R-5182,Proceedings of the IEEE International Conference on Computer Vision-4,44,66
10.1007/978-3-662-49665-7_24,Proceedings of the IEEE International Conference on Computer Vision-4,194,203
10.1109/rme.2008.4595747,Proceedings of the IEEE International Conference on Computer Vision-4,152,156
10.1145/2517349.2522724,Proceedings of the IEEE International Conference on Computer Vision-4,290,305
10.1145/2063576.2063833,Proceedings of the IEEE International Conference on Computer Vision-4,182,200
10.1007/s10479-007-0174-4,Proceedings of the IEEE International Conference on Computer Vision-4,293,310
10.1016/j.entcs.2018.03.017,Proceedings of the IEEE International Conference on Computer Vision-4,193,212
10.1145/1459010.1459017,Proceedings of the IEEE International Conference on Computer Vision-4,1,18
10.1118/1.3050159,Proceedings of the IEEE International Conference on Computer Vision-4,164,176
10.1007/BF01185558,Proceedings of the IEEE International Conference on Computer Vision-4,222,229
10.4230/LIPIcs.MFCS.2020.74,Proceedings of the IEEE International Conference on Computer Vision-4,23,39
10.1007/3-540-44947-7_23,Proceedings of the IEEE International Conference on Computer Vision-4,145,161
