doi,title,abstract,publication_date
10.1007/s00236-020-00366-7,A deterministic parsing algorithm for ambiguous regular expressions,,2015-03-20
10.1109/CIT.2017.34,Predicting Student Performance in an ITS Using Task-Driven Features,,2020-03-20
10.1007/978-3-319-22360-5_4,From Ambiguous Regular Expressions to Deterministic Parsing Automata,,2016-03-20
10.7892/BORIS.67052,Scaleable Code Clone Detection,,2011-03-20
10.3233/FI-2017-1599,On Determining the AND-OR Hierarchy in Workflow Nets,,2018-03-20
10.1007/978-3-642-31875-7_3,Strategic Alignment of Business Processes,,2015-03-20
10.1007/s00236-018-0328-7,Associative composition of components with double-sided interfaces,,2012-03-20
10.1016/j.infsof.2016.01.001,Specification of behavioral anti-patterns for the verification of block-structured Collaborative Business Processes,,2015-03-20
10.1007/978-3-319-49055-7_10,Improved Prototype Embedding Based Generalized Median Computation by Means of Refined Reconstruction Methods,,2014-03-20
10.4000/MSH.11746,UN PANORAMA DES APPROXIMATIONS EN NORME DU SUPREMUM POUR LA CLASSIFICATION,,2020-03-20
10.1101/2020.09.14.296418,TIMEOR: a web-based tool to uncover temporal regulatory mechanisms from multi-omics data,,2017-03-20
10.1007/978-3-540-74240-1_27,Efficient Parameterized Preprocessing for Cluster Editing,,2019-03-20
10.1145/1719272.1719287,Exploratory Consensus of Hierarchical Clusterings for Melanoma and Breast Cancer,,2019-03-20
10.1007/978-3-540-24745-6_8,Heterogeneous Data Integration with the Consensus Clustering Formalism,,2020-03-20
10.1007/11533719_77,Bounded Degree Closest k-Tree Power Is NP-Complete,,2016-03-20
10.1007/978-1-4939-0808-0_26,A Review on Consensus Clustering Methods,,2012-03-20
10.1016/j.ipl.2015.07.009,A faster algorithm for the cluster editing problem on proper interval graphs,,2016-03-20
10.1051/RO/2018048,"Application of the ""descent with mutations"" metaheuristic to a clique partitioning problem",,2014-03-20
10.1007/s00453-004-1090-5,"Automated Generation of Search Tree Algorithms for Hard Graph
Modification Problems",,2017-03-20
10.1016/j.jda.2017.07.003,On the complexity of multi-parameterized cluster editing,,2011-03-20
10.1109/ICCCN.2002.1043107,Multi-layer optical network design based on clustering method,,2014-03-20
10.3929/ethz-a-007562769,Exploring Structural Diversity in Evolutionary Algorithms,,2012-03-20
10.1007/s00224-008-9130-1,Fixed-Parameter Enumerability of Cluster Editing and Related Problems,,2012-03-20
10.1016/j.tcs.2014.05.002,On the parameterized complexity of consensus clustering,,2013-03-20
10.1016/j.dam.2012.05.019,Cluster editing with locally bounded modifications,,2011-03-20
10.14279/DEPOSITONCE-7123,Fine-grained complexity analysis of some combinatorial data science problems,,2011-03-20
10.1007/s00453-011-9595-1,Cluster Editing: Kernelization Based on Edge Cuts,,2019-03-20
10.1109/RIVF.2007.369132,"Application of the ""descent with mutations"" metaheuristic to a clique partitioning problem",,2015-03-20
10.1016/j.tcs.2006.06.016,Computing phylogenetic roots with bounded degrees and errors is NP-complete,,2016-03-20
10.1007/s00453-005-1180-z,Error Compensation in Leaf Power Problems,,2019-03-20
10.1007/s10618-012-0266-x,Projective clustering ensembles,,2015-03-20
10.1007/978-3-540-68552-4_22,Exact Algorithms for Cluster Editing: Evaluation and Experiments,,2017-03-20
10.1007/978-3-319-07593-8_59,A Constraint Programming Approach to the Zahn’s Decision Problem,,2020-03-20
10.1007/978-3-030-33394-2_20,Polyhedral Attack on the Graph Approximation Problem,,2017-03-20
10.1007/978-3-540-30551-4_35,Error Compensation in Leaf Root Problems,,2014-03-20
10.1016/J.DAM.2003.01.003,Delta additive and Delta ultra-additive maps  Gromov's trees  and the Farris transform,,2020-03-20
10.1016/j.cosrev.2007.05.001,Graph clustering,,2018-03-20
10.1007/978-3-642-25011-8_7,A Golden Ratio Parameterized Algorithm for Cluster Editing,,2018-03-20
10.1007/978-3-319-96151-4_1,Cluster Editing with Vertex Splitting,,2014-03-20
10.1007/978-3-642-18381-2_29,Alternative Parameterizations for Cluster Editing,,2012-03-20
10.1016/J.ESWA.2019.01.074,Estimating the number of clusters in a dataset via consensus clustering,,2016-03-20
10.1007/s11634-011-0087-6,Consensus of partitions : a constructive approach,,2016-03-20
10.1145/2484838.2484865,Sharing confidential data for algorithm development by multiple imputation,,2016-03-20
10.1016/j.dam.2020.01.029,Parameterized algorithms for Module Map problems,,2019-03-20
10.1007/978-3-642-38236-9_29,On Parameterized and Kernelization Algorithms for the Hierarchical Clustering Problem,,2014-03-20
10.1007/11604686_35,Extending the Tractability Border for Closest Leaf Powers,,2014-03-20
10.1007/s00371-016-1241-0,Parallel BVH construction using k-means clustering,,2017-03-20
10.1016/j.dam.2014.07.023,Finding the closest ultrametric,,2013-03-20
10.1007/3-540-44849-7_17,Graph-Modeled Data Clustering: Fixed-Parameter Algorithms for Clique Generation,,2014-03-20
10.1142/S0218213004001867,Integrating Microarray Data By Consensus Clustering,,2014-03-20
10.1109/TCSS.2019.2931721,Analysis of Adapted Films and Stories Based on Social Network,,2012-03-20
10.1142/S0218001411008683,A Survey of Clustering Ensemble Algorithms,,2020-03-20
10.1134/S1990478917040147,On facet-inducing inequalities for combinatorial polytopes,,2012-03-20
10.1007/11602613_24,Correlation Clustering and Consensus Clustering,,2017-03-20
10.1287/moor.1090.0385,Deterministic pivoting algorithms for constrained ranking and clustering problems,,2019-03-20
10.1109/TCBB.2008.33,Exploratory Consensus of Hierarchical Clusterings for Melanoma and Breast Cancer,,2015-03-20
10.1186/s13015-015-0043-7,A graph modification approach for finding core–periphery structures in protein interaction networks,,2012-03-20
10.1007/978-3-642-12200-2_7,Average Parameterization and Partial Kernelization for Computing Medians,,2013-03-20
10.1007/978-3-319-44914-2_3,Short Survey on Graph Correlation Clustering with Minimization Criteria,,2020-03-20
10.1007/978-3-540-85238-4_11,Clustering with partial information,,2012-03-20
10.1016/j.dam.2007.05.033,Optimal clustering of multipartite graphs,,2013-03-20
10.1007/s00224-004-1178-y,Graph-Modeled Data Clustering: Exact Algorithms for Clique Generation,,2019-03-20
10.1007/s10479-008-0353-y,NP-hardness results for the aggregation of linear orders into median orders,,2014-03-20
10.1016/j.jcss.2011.07.001,On making directed graphs transitive,,2020-03-20
10.1016/J.EJOR.2020.09.010,A dual reformulation and solution framework for regularized convex clustering problems,,2020-03-20
10.1007/s11634-008-0025-4,Fitting semiparametric clustering models to dissimilarity data,,2017-03-20
10.4000/MSH.12209,NP-hardness of the computation of a median equivalence relation in classification (Régnier problem),,2011-03-20
10.1137/090767285,A More Relaxed Model for Graph-Based Data Clustering: s-Plex Cluster Editing,,2018-03-20
10.1016/j.asoc.2013.04.018,Predicting algorithmic complexity through structure analysis and compression,,2016-03-20
10.1007/s00224-016-9746-5,Parameterizing Edge Modification Problems Above Lower Bounds,,2012-03-20
10.1007/s10479-017-2716-8,A weighted framework for unsupervised ensemble learning based on internal quality measures,,2012-03-20
10.1007/s10479-007-0174-4,Combinatorial optimisation and hierarchical classifications,,2016-03-20
10.1134/S1990478919030153,The Branch and Cut Method for the Clique Partitioning Problem,,2015-03-20
10.1007/978-3-540-74450-4_4,A More Effective Linear Kernelization for Cluster Editing,,2020-03-20
10.1134/S1990478916030042,Graph clustering with a constraint on cluster sizes,,2019-03-20
10.1007/978-3-540-79228-4_39,Improved Algorithms for Bicluster Editing,,2015-03-20
10.1016/j.tcs.2011.12.022,A randomized PTAS for the minimum Consensus Clustering with a fixed number of clusters,,2012-03-20
10.1016/j.artint.2015.07.001,Cost-optimal constrained correlation clustering via weighted partial Maximum Satisfiability,,2015-03-20
10.1145/1389095.1389236,Pattern identification in pareto-set approximations,,2013-03-20
10.1198/tech.2007.s462,The Structural Representation of Proximity Matrices With MATLAB,,2017-03-20
10.1007/978-3-642-03367-4_47,On Making Directed Graphs Transitive,,2011-03-20
10.1016/J.DISOPT.2010.09.006,Graph-based data clustering with overlaps,,2014-03-20
10.1007/978-3-319-34171-2_5,Parameterizing Edge Modification Problems Above Lower Bounds,,2017-03-20
10.1007/978-3-319-03780-6_25,The Multi-parameterized Cluster Editing Problem,,2015-03-20
10.1109/ICDM.2009.131,Projective Clustering Ensembles,,2019-03-20
10.1063/1.4965325,A local search for a graph clustering problem,,2020-03-20
10.1109/GC46384.2019.00013,Combinatorial Text Classification: the Effect of Multi-Parameterized Correlation Clustering,,2016-03-20
10.1007/978-3-540-85097-7_1,Going Weighted: Parameterized Algorithms for Cluster Editing,,2014-03-20
10.1007/b96666,Data Integration in the Life Sciences,,2013-03-20
10.1201/B11429-19,Clustering Trajectories of a Three-Way Longitudinal Data Set,,2015-03-20
10.1109/ICC.2014.6883961,Graph clustering based on mixing time of random walks,,2015-03-20
10.1016/j.patcog.2013.08.019,Ensemble clustering by means of clustering embedding in vector spaces,,2020-03-20
10.1016/j.tcs.2008.10.021,A more effective linear kernelization for cluster editing,,2019-03-20
10.1007/978-3-319-09259-1_9,On Semi-Supervised Clustering,,2015-03-20
10.1016/j.dam.2004.06.017,From hypertrees to arboreal quasi-ultrametrics,,2011-03-20
10.1007/s00453-009-9339-7,Exact Algorithms for Cluster Editing: Evaluation and Experiments,,2019-03-20
10.4230/OASIcs.GCB.2012.57,Online Transitivity Clustering of Biological Data with Missing Values,,2020-03-20
10.1007/978-3-642-02882-3_51,Graph-Based Data Clustering with Overlaps,,2017-03-20
10.18637/JSS.V014.I12,A CLUE for CLUster Ensembles,,2017-03-20
10.1007/978-3-319-96151-4_32,Parameterized Algorithms for Module Map Problems,,2016-03-20
10.1016/j.dam.2008.01.007,Closest 4-leaf power is fixed-parameter tractable,,2016-03-20
10.1016/j.dam.2005.09.011,Sub-dominant theory in numerical taxonomy,,2014-03-20
10.1007/s00453-011-9487-4,Editing Graphs into Disjoint Unions of Dense Clusters,,2012-03-20
10.1088/1742-6596/1441/1/012167,On generic NP-completeness of the graph clustering problem,,2019-03-20
10.1007/s00357-004-0015-y,On Ultrametricity  Data Coding  and Computation,,2017-03-20
10.1109/TSMC.2019.2896657,Distance-Preserving Vector Space Embedding for Consensus Learning,,2020-03-20
10.1080/15427951.2011.604559,Extension and Robustness of Transitivity Clustering for Protein–Protein Interaction Network Analysis,,2017-03-20
10.1016/j.jcss.2010.07.005,Average parameterization and partial kernelization for computing medians,,2011-03-20
10.1109/ICDM.2011.130,Semi-supervised Hierarchical Clustering,,2018-03-20
10.1016/j.tcs.2009.05.006,Going weighted: Parameterized algorithms for cluster editing,,2020-03-20
10.1007/978-3-0348-8201-9_27,Graphs  L1-Metrics and Clustering,,2018-03-20
10.1016/j.dam.2005.05.029,Noising methods for a clique partitioning problem,,2017-03-20
10.1016/j.neucom.2014.09.041,On pruning the search space for clustering ensemble problems,,2018-03-20
10.1016/j.jda.2012.04.005,A golden ratio parameterized algorithm for Cluster Editing,,2017-03-20
10.1142/9789812771667_0001,Fixed-Parameter Algorithms for Graph-Modeled Data Clustering,,2013-03-20
10.1109/TAI.2003.1250220,Integrating microarray data by consensus clustering,,2016-03-20
10.1007/978-3-642-25591-5_64,On the Parameterized Complexity of Consensus Clustering,,2020-03-20
10.1016/J.JCSS.2007.06.024,On the Approximation of Correlation Clustering and Consensus Clustering,,2015-03-20
10.3722/CADAPS.2012.215-226,A Hybrid Hierarchical Procedure for Composing Trivariate NURBS Solids,,2012-03-20
10.1111/j.1467-9671.2005.00210.x,An Experimental Performance Evaluation of Spatio-Temporal Join Strategies,,2018-03-20
10.1007/s10703-012-0175-z,An approximation algorithm for box abstraction of transition systems on real state spaces,,2011-03-20
10.1145/1653771.1653795,Data structures and intersection algorithms for 3D spatial data types,,2016-03-20
10.1108/RPJ-07-2015-0091,Models partition for 3D printing objects using skeleton,,2014-03-20
10.1016/j.procs.2013.05.209,Algorithm for Finding the Domain Intersection of a Set of Polytopes,,2018-03-20
10.1137/19m1281812,An Efficient Implementation of Mass Conserving Characteristic-Based Schemes in Two and Three Dimensions,,2019-03-20
10.1016/j.jvcir.2011.07.008,Voxel-based shape decomposition for feature-preserving 3D thumbnail creation,,2011-03-20
10.12737/ARTICLE_5A3D0376D9D021.80176334,Automation of the data processing procedure on the basis of a strong semantic connection,,2013-03-20
10.1080/13658810802687327,Theoretical analytics of stereographic projection on 3D objects' intersection predicate,,2016-03-20
10.1007/978-3-540-71027-1_11,A Geometrical Approach to Multiresolution Management in the Fusion of Digital Images,,2020-03-20
10.1142/S021819670800438X,Rational Subsets in HNN-Extensions and Amalgamated Products,,2018-03-20
10.1142/S0218196708004366,Algorithmic Problems on Inverse Monoids over Virtually Free Groups,,2018-03-20
10.1142/S0218196709005111,Infinite Words and Confluent Rewriting Systems: Endomorphism Extensions,,2011-03-20
10.4230/LIPIcs.ICALP.2020.116,Rational subsets of Baumslag-Solitar groups,,2013-03-20
10.5802/AIF.2447,Infinite periodic points of endomorphisms over special confluent rewriting systems,,2016-03-20
10.1016/j.tcs.2008.09.031,Rational subsets of partially reversible monoids,,2017-03-20
10.1007/978-3-642-31623-4_4,Groups and Automata: A Perfect Match,,2011-03-20
10.1142/s0218196720500198,Solutions to twisted word equations and equations in virtually free groups,,2017-03-20
10.1145/3373207.3404038,Decidability of membership problems for flat rational subsets of GL(2  Q) and singular matrices,,2013-03-20
10.1007/978-3-030-31517-7_10,Logics for Petri Nets with Propagating Failures,,2013-03-20
10.1016/j.jlamp.2015.09.012,Developments in concurrent Kleene algebra,,2014-03-20
10.1016/j.datak.2018.04.005,Cardinality constraints and functional dependencies over possibilistic data,,2016-03-20
10.1016/j.jal.2013.05.004,Sound approximate reasoning about saturated conditional probabilistic independence under controlled uncertainty,,2019-03-20
10.1145/1516360.1516402,Expressive  yet tractable XML keys,,2011-03-20
10.1007/978-3-319-46397-1_13,Keys with Probabilistic Intervals,,2018-03-20
10.1145/2661829.2662058,On Independence Atoms and Keys,,2011-03-20
10.3233/FI-2009-0067,On Inferences ofWeak Multivalued Dependencies,,2019-03-20
10.1016/j.is.2009.11.002,Empirical evidence for the usefulness of Armstrong relations in the acquisition of meaningful functional dependencies,,2014-03-20
10.1007/978-3-319-11558-0_16,Logics for Approximating Implication Problems of Saturated Conditional Independence,,2016-03-20
10.1007/978-3-319-46397-1_11,Possibilistic Cardinality Constraints and Functional Dependencies,,2019-03-20
10.1007/978-3-642-33362-0_28,Probabilistic Conditional Independence under Schema Certainty and Uncertainty,,2020-03-20
10.1007/978-3-642-13824-9_12,On the Role of the Complementation Rule for Data Dependencies over Incomplete Relations,,2013-03-20
10.1007/978-3-642-32621-9_19,Propositional Reasoning about Saturated Conditional Probabilistic Independence,,2011-03-20
10.1109/CDC.2013.6761042,Reinforcement learning for sequential composition control,,2014-03-20
10.1109/TAC.2008.923658,A Framework for Robust Stability of Systems Over Finite Alphabets,,2019-03-20
10.1007/978-3-540-71493-4_41,Approximate Simulation Relations and Finite Abstractions of Quantized Control Systems,,2018-03-20
10.1109/CDC.2007.4434911,Symbolic models for nonlinear control systems using approximate bisimulation,,2013-03-20
